text,joy,sadness,anger,fear,surprise,love,neutral
"I had to work an 8 hour shift yesterday. It was by far the most time I dedicated to any single thing. It took up a lot of my time, but it was fairly boring. There were a few times where I got aggravated by the workload or irritated by my manager, but it was fairly dull. It sticks out in my mind because it took such a huge chunk of my day. It made me notice bored most of the time. I did sense pretty laid back; I wasn't very active, but I also kind of felt like I wasn't getting the most out of life. I felt like I was just going through the motions and just doing something merely to pay bills. It wasn't very stressful and didn't cause me a lot of grief or anything, but it was quite time-consuming and dull.",0,0,1,0,0,0,1
Today I tried to stay composed. I had a few meetings and wrapped up some work. But I was frustrated about the way things were handled and anxious about an upcoming challenge at the same time.,0,0,1,1,0,0,1
Today was harder than expected. I have been going through a difficult period. I felt sad and heavy most of the day.,0,1,0,0,0,0,0
"Life sent me a surprise today. An opportunity presented itself from a completely unexpected direction. I found myself just staring, trying to make sense of it. I did not see it coming and I am not sure what to do with that.",0,0,0,0,1,0,0
Today reminded me that certainty is an illusion. I received news I never would have anticipated. It took a while before I could process what had happened. Some things you just cannot prepare for.,0,0,0,0,1,0,0
My day was good because my only son received three awards for academics and character. I was very proud of him.,1,0,0,0,0,0,0
"We all retired early for the night and were able to get a full night's rest for the first time since, well, I cannot even remember! We woke up well-energized and ready for the day!",0,0,0,0,0,0,1
I read yesterday and it helped composed me down from a stressful day at work.,1,0,0,0,0,0,1
"Yesterday was the anniversary of the death of my great aunt, so I did some nice things for my grandma and picked her up a bottle of wine. I felt pleased to spend time with her, but dejected that she was hurt and hurting.",1,1,0,0,0,0,0
Something I never anticipated happened. Someone I barely knew did something that completely surprised me. I needed a moment before I could say anything. I feel differently about things because of it.,0,0,0,0,1,0,0
"I ate waaaaay too much for breakfast and lunch (and dinner), so I always feel full but have had really good food. I'm always eating but I shouldn't be ever.",1,1,0,0,0,0,0
"I spent a large part of the day yesterday with my husband in the car taking my niece, who has no car, to run some of her errands. I felt anxious near the end of the day because I felt like I was spending too much time doing something I was feeling resentful about.",0,0,0,1,0,0,0
I was frustrated about what was said but also worried about an upcoming challenge. The two feelings made it hard to stay calm.,0,0,1,1,0,0,0
"I was able to get through the most tough monthly reconciliations for my work. It was painful and time consuming, but is always good to get out of the way.",1,0,0,0,0,0,1
Today I tried to stay composed. I read a bit and watched some television. But I was frustrated about the way things were handled and anxious about my health at the same time.,0,0,1,1,0,0,1
I do not say it enough but I feel genuine love for my partner. The connection we share is something I protect and value deeply. Today that feeling was especially strong.,0,0,0,0,0,1,0
I always notice anxious but yesterday was fine at work. Just the usual struggle of finding things to do between projects and assignments. It was a fairly uneventful day after finishing my morning duties.,0,0,0,1,0,0,1
I got my steps in for the day and spent some time on my exercise bike. It felt good to work towards my goal,1,0,0,0,0,0,0
My thoughts kept returning to someone very dear to me today. The love I have for them is something I cannot fully put into words. The affection I feel is real and steady and I am thankful for it.,0,0,0,0,0,1,0
Time with someone who means the world to me is always time well spent. They sent me a message at exactly the right moment. The a warmth I cannot describe I feel is something I hold onto.,0,0,0,0,0,1,0
We went out to dinner and let someone else cook. The bill was lower than I expected and I got to talk with my family.,0,0,0,0,0,0,1
"I had my wisdom tooth extracted yesterday. It was the first one I've had to experience, so I was incredibly anxious.",0,0,0,1,0,0,0
One of my lovely friends is battling with alcohol addiction. I talk to him every day to help him out and steer him in the right direction. Sometimes he falls off the wagon and it is frustrating.,0,0,1,1,0,0,0
My health is not in good condition. I am still young but my dentals are terrible. I have arthritis and muscle pains. I've lived this life to years now already.,0,1,1,0,0,0,0
Out of nowhere something amazing happened. I discovered something I had never known. I felt genuinely shocked and thrilled all at once.,1,0,0,0,1,0,0
Work was quite boring yesterday. I did not work as many hours as I would have liked. I need to make more money so I am getting very frustrated.,0,0,1,0,0,0,1
"Yesterday we grilled salmon for dinner, even though it was 40º F outside and I had bought the salmon a week ago. We took a chance on it being bad, but it was delicious and no one got sick. I'm looking forward to grilling salmon again.",1,0,0,0,1,0,0
The anxiety and the grief seemed to feed each other today. I felt both fearful and deeply sad.,0,1,0,1,0,0,0
Out of nowhere today Someone did something I never would have predicted. I was taken completely aback. It was a truly surprising turn of events.,0,0,0,0,1,0,0
Cooking good food makes me feel good. I am happy about what I made.,1,0,0,0,0,0,0
I went through my day calmly on the outside. I ran some errands and kept to my routine. Inside I was both irritated about what was said and nervous about what might happen next.,0,0,1,1,0,0,1
Going on the treadmill made me relieve stress and made me feel relaxed.,1,0,0,1,0,0,1
"I exercised yesterday as I'd planned, going for a power walk and then lifting weights after dinner. I felt accomplished about being committed to it and getting it done, although I also found it challenging and dull. I deeply had to push myself to start. Once I started it wasn't bad though. And now I want to keep doing this and getting in better and better shape.",1,0,0,1,0,0,1
Today I tried to stay composed. I read a bit and watched some television. But I was frustrated about how I was treated and anxious about what might happen next at the same time.,0,0,1,1,0,0,1
